"","lat","lon","address","city","state","zip","average_prem","total_discount","Discount_Commentary","Vexcel_Aerial_Date","Vexcel_Access_Text","unscaled_QA_wildfire_score","scaled_QA_wildfire_score","Primary_Year_Built_RF","Primary_Home_Type_RF","Primary_Roof_Material_VX","Primary_TCP_VX","Primary_DST5_VX","Primary_DST30_VX","Primary_DSB30_VX","Construction Era","Construction_Era_Commentary","era_discount_val","Structure Type","Structure_Type_Commentary","Roof Material","Roof_Material_Commentary","roof_discount_val","Vegetation Overhanging Roof","Vegetation_Overhanging_Commentary","Vegetation Canopy (0-5 ft)","Vegetation_0_5ft_Commentary","Vegetation Canopy (0-30 ft)","Vegetation_0_30ft_Commentary","Nearby Structure (0-30 ft)","Nearby_Structure_Commentary"
"33",34.16413,-118.14476,"1062 Worcester Ave","Pasadena","CA",91104,1600,32,"✅ You may be eligible for estimated discounts of $32 due to Class A roofing.","2025-12-06","Aerial data from 2025-12-06",-10,61,1957,"Multi-Family (2-4 Unit)","shingle",31,73,24,7,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Unknown","ℹ️ Unable to determine Structure Type.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",32,"Medium (31-50%)","⛔ Determined Medium (31-50%) Overhanging Vegetation. High Risk. Tree limbs over the roof provide a direct bridge for fire. Action: Trim all tree limbs to create at least 10 ft of vertical clearance from the roof.","Heavy (>50%)","⛔ Determined Heavy (>50%) Canopy in Zone 0 (0-5 ft). Critical Risk. This is the 'Immediate Zone'. Any fuel here can ignite the siding. Action: Remove all flammable vegetation and replace with gravel, paver stones, or concrete.","Low (10-30%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","None/Very Low (<10%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"34",34.18148,-118.16152,"508 Vermont St","Altadena","CA",91001,3200,64,"✅ You may be eligible for estimated discounts of $64 due to Class A roofing.","2025-12-07","Aerial data from 2025-12-07",35,86,1923,"Single Family Residential","shingle",0,3,8,30,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",64,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Canopy in Zone 0. Excellent. A hardscape buffer significantly reduces ignition risk.","None/Very Low (<10%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","Low (10-30%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"35",34.16635,-118.11384,"1786 Asbury","Pasadena","CA",91104,1600,32,"✅ You may be eligible for estimated discounts of $32 due to Class A roofing.","2025-12-06","Aerial data from 2025-12-06",35,86,1923,"Single Family Residential","shingle",0,0,5,32,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",32,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Canopy in Zone 0. Excellent. A hardscape buffer significantly reduces ignition risk.","None/Very Low (<10%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","Medium (31-50%)","⛔ Determined Medium (31-50%) Density of Nearby Structures. High Risk. Dense housing increases 'home-to-home' ignition risk. Action: Coordinate with neighbors on fence hardening and vegetation clearance."
"36",34.17904,-118.12833,"1920 Maiden Ln","Altadena","CA",91001,3200,64,"✅ You may be eligible for estimated discounts of $64 due to Class A roofing.","2025-12-07","Aerial data from 2025-12-07",20,78,1967,"Single Family Residential","shingle",10,33,14,32,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",64,"Low (10-30%)","⚠️ Determined Low (10-30%) Overhanging Vegetation. Moderate Risk. Some foliage detected near roofline. Action: Monitor and trim back to ensure no direct contact.","Medium (31-50%)","⛔ Determined Medium (31-50%) Canopy in Zone 0 (0-5 ft). Critical Risk. This is the 'Immediate Zone'. Any fuel here can ignite the siding. Action: Remove all flammable vegetation and replace with gravel, paver stones, or concrete.","Low (10-30%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","Medium (31-50%)","⛔ Determined Medium (31-50%) Density of Nearby Structures. High Risk. Dense housing increases 'home-to-home' ignition risk. Action: Coordinate with neighbors on fence hardening and vegetation clearance."
"37",34.17026,-118.03977,"574 Camillo Rd","Sierra Madre","CA",91024,3000,180,"✅ You may be eligible for estimated discounts of $180 for Class A roofing, Ember resistant eave and attic vents, Non-combustible, and resilient windows.","2025-12-07","Aerial data from 2025-12-07",30,83,2008,"Single Family Residential","tile",0,0,28,0,"2008 +","✅ Determined 2008+ as Construction Era. Excellent. Built under modern WUI codes. Typically features 'hardened' defenses by design, including enclosed eaves and fine-mesh vents.",180,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",60,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Canopy in Zone 0. Excellent. A hardscape buffer significantly reduces ignition risk.","Low (10-30%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","None/Very Low (<10%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"38",34.15091,-118.054,"725 Carriage House","Arcadia","CA",91006,888,17.76,"✅ You may be eligible for estimated discounts of $18 due to Class A roofing.","2025-12-06","Aerial data from 2025-12-06",30,83,2002,"Single Family Residential","tile",0,7,20,0,"1997 - 2007","⚠️ Determined 1997-2007 as Construction Era. Moderate. Built during a transition period. Fire-rated roofs were standard, but vents were often still large enough (1/4 inch) to allow ember entry. Action: Inspect vents for mesh sizing.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",17.76,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Canopy in Zone 0. Excellent. A hardscape buffer significantly reduces ignition risk.","Low (10-30%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","None/Very Low (<10%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"39",34.17361,-118.15781,"343 W Howard St","Pasadena","CA",91103,3000,60,"✅ You may be eligible for estimated discounts of $60 due to Class A roofing.","2025-12-07","Aerial data from 2025-12-07",25,81,1964,"Multi-Family (2-4 Unit)","shingle",0,4,11,26,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Unknown","ℹ️ Unable to determine Structure Type.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",60,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Canopy in Zone 0. Excellent. A hardscape buffer significantly reduces ignition risk.","Low (10-30%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","Low (10-30%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"40",34.18055,-118.14137,"2010 N Los Robles Ave","Pasadena","CA",91104,1600,32,"✅ You may be eligible for estimated discounts of $32 due to Class A roofing.","2025-12-07","Aerial data from 2025-12-07",30,83,1941,"Multi-Family (5+ Unit)","shingle",0,5,8,20,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Unknown","ℹ️ Unable to determine Structure Type.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",32,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Canopy in Zone 0. Excellent. A hardscape buffer significantly reduces ignition risk.","None/Very Low (<10%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","Low (10-30%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"41",34.16697,-118.06521,"589 W Grandview Ave","Sierra Madre","CA",91024,3000,60,"✅ You may be eligible for estimated discounts of $60 due to Class A roofing.","2025-12-06","Aerial data from 2025-12-06",25,81,1968,"Single Family Residential","shingle",1,31,26,21,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",60,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","Medium (31-50%)","⛔ Determined Medium (31-50%) Canopy in Zone 0 (0-5 ft). Critical Risk. This is the 'Immediate Zone'. Any fuel here can ignite the siding. Action: Remove all flammable vegetation and replace with gravel, paver stones, or concrete.","Low (10-30%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","Low (10-30%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"42",34.17237,-118.12483,"1245 E Howard St","Pasadena","CA",91104,1600,32,"✅ You may be eligible for estimated discounts of $32 due to Class A roofing.","2025-12-07","Aerial data from 2025-12-07",25,81,1949,"Single Family Residential","shingle",3,26,27,12,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",32,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","Low (10-30%)","⚠️ Determined Low (10-30%) Canopy in Zone 0 (0-5 ft). Caution. Ensure any remaining plants are sparse, well-irrigated, and not touching the structure.","Low (10-30%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","Low (10-30%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"43",34.16458,-118.03451,"1774 Orangewood Ln","Arcadia","CA",91006,888,17.76,"✅ You may be eligible for estimated discounts of $18 due to Class A roofing.","2025-12-06","Aerial data from 2025-12-06",25,81,2004,"Single Family Residential","tile",2,19,13,16,"1997 - 2007","⚠️ Determined 1997-2007 as Construction Era. Moderate. Built during a transition period. Fire-rated roofs were standard, but vents were often still large enough (1/4 inch) to allow ember entry. Action: Inspect vents for mesh sizing.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",17.76,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","Low (10-30%)","⚠️ Determined Low (10-30%) Canopy in Zone 0 (0-5 ft). Caution. Ensure any remaining plants are sparse, well-irrigated, and not touching the structure.","Low (10-30%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","Low (10-30%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"44",34.18524,-118.14212,"2312 Oliveras Ave","Altadena","CA",91001,3200,64,"✅ You may be eligible for estimated discounts of $64 due to Class A roofing.","2025-12-07","Aerial data from 2025-12-07",5,69,1939,"Single Family Residential","shingle",12,55,40,20,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",64,"Low (10-30%)","⚠️ Determined Low (10-30%) Overhanging Vegetation. Moderate Risk. Some foliage detected near roofline. Action: Monitor and trim back to ensure no direct contact.","Heavy (>50%)","⛔ Determined Heavy (>50%) Canopy in Zone 0 (0-5 ft). Critical Risk. This is the 'Immediate Zone'. Any fuel here can ignite the siding. Action: Remove all flammable vegetation and replace with gravel, paver stones, or concrete.","Medium (31-50%)","⛔ Determined Medium (31-50%) Canopy in Zone 1 (0-30 ft). High Risk. Dense vegetation here creates radiant heat. Action: Thin trees and shrubs to create horizontal spacing (discontinuity) between fuel sources.","Low (10-30%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"45",34.17124,-118.0333,"1110 Arno Dr","Sierra Madre","CA",91024,3000,60,"✅ You may be eligible for estimated discounts of $60 due to Class A roofing.","2025-12-07","Aerial data from 2025-12-07",35,86,1967,"Single Family Residential","tile",0,7,9,7,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",60,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Canopy in Zone 0. Excellent. A hardscape buffer significantly reduces ignition risk.","None/Very Low (<10%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","None/Very Low (<10%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"46",34.20335,-118.15285,"461 W Loma Alta","Altadena","CA",91001,3200,0,"ℹ️ No specific resiliency discounts identified based on current data.",NA,"No aerial data available",-40,44,1952,"Single Family Residential","",NA,NA,NA,NA,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Unknown","ℹ️ Unable to determine Roof Material. A visual inspection is required to confirm the roof is not wood shake.",0,"Unknown","ℹ️ Unable to determine Overhanging Vegetation.","Unknown","ℹ️ Unable to determine Vegetation in Zone 0.","Unknown","ℹ️ Unable to determine Vegetation in Zone 1.","Unknown","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"47",34.16584,-118.07446,"1135 Coronet","Pasadena","CA",91107,3000,60,"✅ You may be eligible for estimated discounts of $60 due to Class A roofing.","2025-12-06","Aerial data from 2025-12-06",25,81,1951,"Single Family Residential","shingle",6,37,26,19,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",60,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","Medium (31-50%)","⛔ Determined Medium (31-50%) Canopy in Zone 0 (0-5 ft). Critical Risk. This is the 'Immediate Zone'. Any fuel here can ignite the siding. Action: Remove all flammable vegetation and replace with gravel, paver stones, or concrete.","Low (10-30%)","✅ Determined Low/None Canopy in Zone 1. Pass. Sparse vegetation reduces the intensity of an approaching fire.","Low (10-30%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"48",34.19097,-118.16213,"585 Mountain View St","Altadena","CA",91001,3200,64,"✅ You may be eligible for estimated discounts of $64 due to Class A roofing.","2025-12-07","Aerial data from 2025-12-07",5,69,1927,"Single Family Residential","shingle",24,75,37,26,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",64,"Low (10-30%)","⚠️ Determined Low (10-30%) Overhanging Vegetation. Moderate Risk. Some foliage detected near roofline. Action: Monitor and trim back to ensure no direct contact.","Heavy (>50%)","⛔ Determined Heavy (>50%) Canopy in Zone 0 (0-5 ft). Critical Risk. This is the 'Immediate Zone'. Any fuel here can ignite the siding. Action: Remove all flammable vegetation and replace with gravel, paver stones, or concrete.","Medium (31-50%)","⛔ Determined Medium (31-50%) Canopy in Zone 1 (0-30 ft). High Risk. Dense vegetation here creates radiant heat. Action: Thin trees and shrubs to create horizontal spacing (discontinuity) between fuel sources.","Low (10-30%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"49",34.1712,-118.05157,"620 Baldwin Ct","Sierra Madre","CA",91024,3000,180,"✅ You may be eligible for estimated discounts of $180 for Class A roofing, Ember resistant eave and attic vents, Non-combustible, and resilient windows.",NA,"No aerial data available",-40,44,2025,"Single Family Residential","",NA,NA,NA,NA,"2008 +","✅ Determined 2008+ as Construction Era. Excellent. Built under modern WUI codes. Typically features 'hardened' defenses by design, including enclosed eaves and fine-mesh vents.",180,"Single Family","ℹ️ Determined Single Family structure. Standard.","Unknown","ℹ️ Unable to determine Roof Material. A visual inspection is required to confirm the roof is not wood shake.",0,"Unknown","ℹ️ Unable to determine Overhanging Vegetation.","Unknown","ℹ️ Unable to determine Vegetation in Zone 0.","Unknown","ℹ️ Unable to determine Vegetation in Zone 1.","Unknown","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"50",34.16589,-118.06034,"225 N Lima St","Sierra Madre","CA",91024,3000,60,"✅ You may be eligible for estimated discounts of $60 due to Class A roofing.","2025-12-06","Aerial data from 2025-12-06",25,81,1888,"Single Family Residential","shingle",8,48,35,6,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",60,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","Medium (31-50%)","⛔ Determined Medium (31-50%) Canopy in Zone 0 (0-5 ft). Critical Risk. This is the 'Immediate Zone'. Any fuel here can ignite the siding. Action: Remove all flammable vegetation and replace with gravel, paver stones, or concrete.","Medium (31-50%)","⛔ Determined Medium (31-50%) Canopy in Zone 1 (0-30 ft). High Risk. Dense vegetation here creates radiant heat. Action: Thin trees and shrubs to create horizontal spacing (discontinuity) between fuel sources.","None/Very Low (<10%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"51",34.17927,-118.11805,"1578 Morada Pl","Altadena","CA",91001,3200,64,"✅ You may be eligible for estimated discounts of $64 due to Class A roofing.","2025-12-07","Aerial data from 2025-12-07",20,78,1928,"Single Family Residential","shingle",11,45,32,22,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",64,"Low (10-30%)","⚠️ Determined Low (10-30%) Overhanging Vegetation. Moderate Risk. Some foliage detected near roofline. Action: Monitor and trim back to ensure no direct contact.","Medium (31-50%)","⛔ Determined Medium (31-50%) Canopy in Zone 0 (0-5 ft). Critical Risk. This is the 'Immediate Zone'. Any fuel here can ignite the siding. Action: Remove all flammable vegetation and replace with gravel, paver stones, or concrete.","Medium (31-50%)","⛔ Determined Medium (31-50%) Canopy in Zone 1 (0-30 ft). High Risk. Dense vegetation here creates radiant heat. Action: Thin trees and shrubs to create horizontal spacing (discontinuity) between fuel sources.","Low (10-30%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"52",34.15405,-118.05698,"827 Hampton Rd","Arcadia","CA",91006,888,17.76,"✅ You may be eligible for estimated discounts of $18 due to Class A roofing.","2025-12-06","Aerial data from 2025-12-06",-5,64,1954,"Single Family Residential","tile",6,71,55,10,"Before 1997","⛔ Determined Pre-1997 as Construction Era. High Risk. Predates modern resilience standards. Vulnerable to 'Ember Intrusion' via open eaves or older vents. Action: Retrofit vents with 1/8 inch mesh and enclose open eaves.",0,"Single Family","ℹ️ Determined Single Family structure. Standard.","Non-Combustible","✅ Determined Non-Combustible Roof (e.g., Asphalt/Tile/Metal). The roof resists ignition. Action: Keep roof valleys and gutters clear of pine needles and leaves, which can ignite even on a fire-resistant roof.",17.76,"None/Very Low (<10%)","✅ Determined None/Very Low (<10%) Overhanging Vegetation. Pass. Vertical clearance helps prevent direct flame contact.","Heavy (>50%)","⛔ Determined Heavy (>50%) Canopy in Zone 0 (0-5 ft). Critical Risk. This is the 'Immediate Zone'. Any fuel here can ignite the siding. Action: Remove all flammable vegetation and replace with gravel, paver stones, or concrete.","Heavy (>50%)","⛔ Determined Heavy (>50%) Canopy in Zone 1 (0-30 ft). High Risk. Dense vegetation here creates radiant heat. Action: Thin trees and shrubs to create horizontal spacing (discontinuity) between fuel sources.","Low (10-30%)","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"53",34.1712,-118.05157,"608 Baldwin Ct","Sierra Madre","CA",91024,3000,180,"✅ You may be eligible for estimated discounts of $180 for Class A roofing, Ember resistant eave and attic vents, Non-combustible, and resilient windows.",NA,"No aerial data available",-40,44,2025,"Single Family Residential","",NA,NA,NA,NA,"2008 +","✅ Determined 2008+ as Construction Era. Excellent. Built under modern WUI codes. Typically features 'hardened' defenses by design, including enclosed eaves and fine-mesh vents.",180,"Single Family","ℹ️ Determined Single Family structure. Standard.","Unknown","ℹ️ Unable to determine Roof Material. A visual inspection is required to confirm the roof is not wood shake.",0,"Unknown","ℹ️ Unable to determine Overhanging Vegetation.","Unknown","ℹ️ Unable to determine Vegetation in Zone 0.","Unknown","ℹ️ Unable to determine Vegetation in Zone 1.","Unknown","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
"54",34.1712,-118.05157,"600 Baldwin Ct","Sierra Madre","CA",91024,3000,180,"✅ You may be eligible for estimated discounts of $180 for Class A roofing, Ember resistant eave and attic vents, Non-combustible, and resilient windows.",NA,"No aerial data available",-40,44,2025,"Single Family Residential","",NA,NA,NA,NA,"2008 +","✅ Determined 2008+ as Construction Era. Excellent. Built under modern WUI codes. Typically features 'hardened' defenses by design, including enclosed eaves and fine-mesh vents.",180,"Single Family","ℹ️ Determined Single Family structure. Standard.","Unknown","ℹ️ Unable to determine Roof Material. A visual inspection is required to confirm the roof is not wood shake.",0,"Unknown","ℹ️ Unable to determine Overhanging Vegetation.","Unknown","ℹ️ Unable to determine Vegetation in Zone 0.","Unknown","ℹ️ Unable to determine Vegetation in Zone 1.","Unknown","✅ Determined Low Density of Nearby Structures. Good. Greater distance reduces radiant heat exposure from neighboring structure fires."
